ApplicationDate,Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
2053-05-15,30,607,Employed,Bachelor,11,25541,96,Married,5,Own,370,0.4240413727526519,4,0,0.1351068476998667,0,Debt Consolidation,0,22,6,10433,531,182881,33452,0.6031062291427045,3,149429,0.257041,0.235235115649999,592.5901705117768,1
2056-03-20,58,587,Employed,Bachelor,36,21366,12,Married,0,Rent,433,0.101507851627791,1,0,0.0930131262753338,0,Home,0,26,14,5465,1126,80305,17355,0.8239546034634652,4,62950,0.192866,0.166003331260503,1944.6305621736567,0
2070-09-05,50,603,Employed,Bachelor,27,16222,36,Single,1,Rent,297,0.357953718699203,5,1,0.2616700144995995,0,Home,0,22,11,7378,2918,66306,19729,0.9303522926779146,8,46577,0.1997219999999999,0.1818487023288752,587.9696850406152,1
2029-03-04,47,592,Employed,Associate,25,26001,36,Married,1,Mortgage,470,0.0683735033254894,3,1,0.1044551059365757,0,Education,0,18,17,2754,1648,39977,16861,0.8797485433442257,8,23116,0.215001,0.2007004039840944,967.2184904923836,0
2031-01-30,54,639,Employed,Associate,31,46785,60,Single,0,Mortgage,200,0.4513952737791984,5,3,0.4102282399342425,0,Home,0,20,29,3169,680,121466,3166,0.7242542067518544,6,118300,0.232285,0.2458113798714463,1361.7367599613146,0
2054-03-15,50,549,Employed,High School,26,26766,60,Married,2,Rent,927,0.260380266300121,6,0,0.2454870961298975,0,Debt Consolidation,0,30,14,1682,1131,9777,30238,0.695510720849003,6,1959,0.257266,0.2476189061722447,781.885517760073,0
2035-11-21,55,580,Employed,High School,33,26461,48,Married,2,Own,254,0.0785249619655286,5,2,0.3600676083941968,0,Debt Consolidation,0,26,27,2043,916,10583,277592,0.8074088269126644,4,2477,0.231461,0.2685574762503409,904.9800935416364,0
2034-02-17,48,643,Employed,Bachelor,23,18189,60,Divorced,1,Mortgage,398,0.1743368747931365,0,0,0.557918012601147,0,Home,0,15,7,11704,328,111422,40513,0.8924069416844495,3,70909,0.201689,0.1716501027290378,453.65889110140006,0
2021-07-26,37,527,Employed,Bachelor,11,15855,24,Single,2,Other,455,0.1868523022452847,4,0,0.2087900392407414,0,Home,0,25,16,4113,1208,93599,36055,0.77175479345967,4,57544,0.227355,0.2427417552961704,840.4424659335018,0
2018-04-12,34,612,Employed,Bachelor,13,17339,60,Single,1,Mortgage,194,0.0873860931301412,1,1,0.0653370744758526,0,Education,0,17,14,2738,512,55729,81589,0.6828916312462736,4,9625,0.216339,0.2321913245705517,490.98002931805775,0
2048-07-11,50,581,Employed,Master,31,21930,60,Married,0,Mortgage,264,0.2805436798502613,6,2,0.679258104733094,1,Auto,0,19,24,11269,2351,54979,36347,0.8042884680609877,5,18632,0.23643,0.23463413721588,624.069827331916,0
2065-09-11,43,592,Employed,High School,20,25768,12,Single,0,Mortgage,356,0.4058703371957448,0,0,0.4415167818779557,0,Auto,0,21,22,10058,313,320258,40942,0.6875613324134238,3,279316,0.194768,0.2294187889047219,2423.4359199389096,1
2065-03-03,37,567,Employed,Associate,14,34401,84,Married,3,Own,460,0.1959351718764276,4,1,0.4391245271496835,0,Other,0,23,23,37573,1035,38608,25104,0.8840677599366735,1,13504,0.275901,0.2673274906833581,909.2159825245228,0
2070-10-11,58,630,Employed,High School,32,39179,24,Married,0,Mortgage,411,0.1323519796474637,3,1,0.4886281707120982,0,Home,0,28,15,1797,782,74253,2717,0.7700183409091977,5,71536,0.199179,0.1785872837255624,1953.303106625924,0
2072-08-04,43,584,Employed,Doctorate,16,34943,48,Married,2,Rent,400,0.2081557031100227,1,0,0.4549049929293124,0,Home,0,24,19,2964,698,79658,16817,0.8578122795931138,6,62841,0.237943,0.2477056439554235,1154.142509689304,1
2051-06-18,37,570,Employed,Master,15,20994,84,Single,3,Rent,803,0.2683401922768266,3,0,0.334965366700888,1,Home,0,31,12,6336,1896,23988,56058,0.7938729785007306,5,2639,0.260994,0.2582307347846874,542.4903048978586,0
2047-06-06,18,581,Unemployed,Bachelor,0,19053,36,Married,1,Own,649,0.356134661591804,4,2,0.6510440512486948,0,Auto,0,38,13,903,233,36763,5041,0.901825058042572,4,31722,0.213553,0.2111022708281746,718.9018098975687,0
2020-06-07,47,484,Employed,Associate,24,38653,72,Single,0,Own,781,0.1122948324332793,2,0,0.3524694589306805,0,Home,0,24,13,1090,572,19023,73322,0.7791955806748248,3,10914,0.311653,0.3259965918762362,1228.380292562338,0
2037-12-29,34,604,Employed,Bachelor,10,25834,96,Single,1,Mortgage,528,0.25971193546646,5,1,0.2050688825177049,0,Home,0,18,11,1415,196,13740,13461,0.9269621823015494,8,5079,0.258834,0.2201469811034827,574.1991134130768,0
2046-02-13,35,538,Employed,Associate,13,48379,60,Single,3,Own,589,0.4633487182303499,2,1,0.0275645735736565,0,Debt Consolidation,0,24,28,2210,1384,108374,74639,0.6474724915857126,2,33735,0.284379,0.291551302839927,1540.2121993468888,0
2065-01-23,50,598,Employed,High School,26,14911,120,Married,0,Mortgage,1329,0.2682158327201521,3,0,0.4550204660264874,0,Home,1,31,11,7049,630,149820,31230,0.926762297898742,2,118590,0.270911,0.3133357315878666,407.8451880005244,0
2035-12-01,37,498,Employed,Associate,14,37807,48,Married,0,Mortgage,285,0.3801347528517934,3,2,0.1071338099504456,0,Debt Consolidation,0,23,14,6728,2262,37772,7479,0.7865614553068321,5,30293,0.283807,0.284852395963142,1328.1735342959607,0
2030-05-25,49,643,Employed,Associate,26,18243,48,Married,0,Mortgage,469,0.0642481548908629,2,2,0.223465875602489,0,Auto,0,25,21,2689,443,26065,6027,0.8536774685464666,6,20038,0.191743,0.1911182126488415,546.5448998338736,0
2021-08-31,35,547,Employed,High School,12,15333,12,Married,1,Mortgage,696,0.7325476382388714,4,0,0.16292273042587,0,Home,0,19,12,11110,657,11767,23511,0.8309055226942729,3,6765,0.206833,0.2042528526235078,1423.4876268704086,0
2044-05-30,46,585,Employed,High School,25,29316,60,Divorced,2,Mortgage,418,0.2503758421755941,10,0,0.5822887863492476,0,Auto,0,19,5,1547,3021,35627,35447,0.9763031665855684,3,10320,0.241816,0.2426098919394738,847.8085603206891,0
2037-01-04,51,600,Employed,Associate,28,24248,72,Single,2,Mortgage,509,0.5839600914356421,3,0,0.4579508286820075,0,Education,1,26,28,1402,1107,12855,8562,0.5869644011003793,5,4293,0.239248,0.2546380896898889,660.0906458618715,0
2052-02-20,58,617,Employed,Bachelor,34,20855,72,Married,0,Rent,360,0.4354910726965279,0,2,0.276314173924352,1,Auto,0,24,4,5976,488,134344,16742,0.949104321140316,7,117602,0.227355,0.2038782756549859,504.23557810944897,0
2053-12-12,51,542,Employed,High School,28,62955,120,Divorced,1,Mortgage,212,0.4999259147651388,2,3,0.3067914887267632,0,Debt Consolidation,0,31,6,5936,738,64369,21869,0.7209135093930146,4,42500,0.346955,0.3613927104470816,1951.4206054881051,0
2053-08-07,20,567,Employed,Bachelor,0,22277,48,Married,0,Mortgage,470,0.6504630740598559,2,0,0.2670982494927958,0,Auto,0,16,21,1091,3412,86891,7334,0.5132453199629046,11,79557,0.2337769999999999,0.2805323999999999,777.0800657034929,0
2034-02-02,20,508,Employed,Associate,0,36159,120,Married,1,Mortgage,469,0.3892070855986133,2,0,0.2008769498131331,0,Home,0,24,27,6149,137,38095,31931,0.8444001688274309,6,6164,0.337159,0.3824324377138186,1179.7050730180908,0
2031-05-13,51,582,Employed,Associate,26,15269,60,Married,2,Other,459,0.0848048518959803,1,0,0.0757488383903499,0,Debt Consolidation,0,24,11,3158,670,50710,7351,0.5569061239817605,8,43359,0.229269,0.2323060264884161,432.4657034154649,0
2072-01-09,40,574,Employed,Master,17,16803,96,Married,0,Own,667,0.4729302568848909,1,0,0.1855325670038392,0,Debt Consolidation,0,22,17,1385,446,62192,81315,0.7252798814904611,4,4714,0.264803,0.226616102980217,380.4593049473093,0
2022-05-24,34,602,Unemployed,Bachelor,11,33228,36,Married,1,Mortgage,716,0.1688396641162828,2,1,0.2148656132460694,0,Other,0,21,8,2045,556,45539,26686,0.5126604967606533,6,18853,0.217228,0.2183852691038295,1266.2183617406245,0
2060-01-29,37,528,Employed,Associate,12,37665,72,Single,0,Other,787,0.1320828218380173,3,0,0.4408247811313708,0,Home,0,32,26,2969,2116,125344,52921,0.6128244953004531,2,72423,0.288665,0.3131855038430922,1165.3281597405892,0
2068-06-13,40,523,Employed,Associate,17,19144,24,Single,2,Own,135,0.3073908164518905,2,1,0.4031156035134182,0,Home,0,21,9,19030,1787,132136,16281,0.831207657581701,1,115855,0.232644,0.1861152,961.4131188221202,1
2037-01-27,33,561,Employed,Associate,7,31828,48,Single,0,Mortgage,253,0.5375300963304159,2,0,0.1789995473964178,0,Home,0,29,17,1666,2044,33674,17933,0.8427364601264478,5,15741,0.246328,0.2795751673940632,1108.500548232259,0
2032-08-01,33,517,Employed,High School,12,21423,48,Single,2,Mortgage,418,0.3221942739315547,3,1,0.5189243362661068,0,Debt Consolidation,0,11,20,1369,1143,100614,32519,0.7917578974775142,4,68095,0.257923,0.2238391543530881,679.4277134305532,0
2022-07-25,28,569,Employed,Bachelor,4,14979,48,Divorced,1,Mortgage,223,0.1994998156410252,4,1,0.0464630754463769,0,Home,0,25,10,486,792,123261,12613,0.7608966538850277,7,110648,0.225479,0.2178762674424528,470.204209217757,0
2031-03-09,37,570,Employed,Associate,13,34307,36,Married,0,Mortgage,1016,0.2591171681899535,6,3,0.3024942721987236,0,Debt Consolidation,0,19,11,6927,1509,8436,22123,0.9508012814485226,3,5161,0.234307,0.27008803389227,1400.752688486952,0
2023-03-28,47,521,Employed,High School,22,25190,60,Married,3,Rent,278,0.4518434159808636,2,0,0.1494688779365076,0,Debt Consolidation,0,26,20,6210,987,25366,5691,0.5797078504594674,4,19675,0.26969,0.2377362062420543,721.3588989801054,1
2041-08-19,36,575,Employed,Bachelor,15,9830,48,Married,4,Other,492,0.4122266761885848,5,0,0.4391871436365532,0,Auto,0,20,9,1757,264,133483,93434,0.6648079292737622,7,40049,0.21733,0.2487283105688354,325.2377408725879,0
2044-06-23,42,583,Employed,Associate,16,25134,96,Married,2,Other,158,0.0381696104397712,3,1,0.177235158278253,0,Home,0,22,6,1727,964,29099,22706,0.9749157133580264,7,6393,0.268634,0.2703998418573139,641.9414349804754,0
2041-08-22,26,566,Employed,Master,2,19122,48,Married,4,Own,350,0.1976374662195213,1,0,0.3721679700626514,1,Auto,0,27,20,20545,932,50230,51755,0.6528658383848884,8,3556,0.231122,0.2216309847671661,604.1536582650604,1
2062-06-30,18,509,Employed,Associate,0,41505,36,Divorced,0,Rent,253,0.1253575971268914,0,3,0.1836745849570138,0,Debt Consolidation,0,22,20,2130,855,28556,11106,0.8988912782056233,1,17450,0.272005,0.2201020843229571,1585.3139609430202,0
2035-03-30,26,580,Employed,Associate,2,19720,60,Married,1,Own,448,0.1099518026698417,3,0,0.3622931023205915,0,Debt Consolidation,0,23,25,8079,627,37395,22645,0.8346977495088008,6,14750,0.2347199999999999,0.2247782455761583,550.0158826986863,0
2038-09-07,50,597,Employed,Master,29,16123,36,Single,2,Mortgage,247,0.3991510773012843,2,0,0.1906289883418008,0,Debt Consolidation,0,24,1,3384,876,29993,52058,0.6206149192543964,5,7097,0.202623,0.214582774916912,611.2354073247467,0
2018-02-20,43,653,Employed,Doctorate,25,41215,48,Divorced,0,Mortgage,220,0.5329414041983653,2,1,0.2444251231872098,0,Other,0,30,12,1365,4000,188167,2457,0.8446177031890929,8,185710,0.209715,0.1846492795717869,1220.7265633854008,1
2066-01-20,27,591,Employed,High School,3,18148,36,Married,0,Other,638,0.5059551188344887,3,1,0.0659271771208585,0,Debt Consolidation,0,21,4,10447,1888,62159,16242,0.5310670150779438,3,45917,0.207648,0.2215638497902082,694.5494278593441,0
2050-02-23,38,631,Employed,Bachelor,17,12944,84,Married,0,Rent,266,0.0902713762695499,0,0,0.1008421318922258,0,Other,0,24,7,2497,381,50977,23050,0.6958245157871452,2,27927,0.222444,0.2276932854566994,309.4033935509688,0
2027-04-08,53,628,Employed,High School,28,17304,12,Divorced,2,Rent,177,0.3165236153325417,3,1,0.388189686303572,0,Other,0,22,15,3712,241,52336,49726,0.9976676267654586,5,2610,0.168304,0.1813712698191759,1587.5600849086145,0
2037-01-20,41,621,Employed,Associate,15,13024,60,Married,3,Mortgage,1043,0.151435532798049,3,3,0.4390278210919095,0,Auto,0,28,2,9108,3785,67245,7991,0.8444847707822482,3,59254,0.207524,0.2170533528080843,357.53011221979494,0
2046-07-19,39,588,Employed,Bachelor,11,16047,36,Married,1,Mortgage,465,0.3674173274977814,6,0,0.3481044826333324,0,Other,1,24,7,8231,479,151225,29721,0.5382153589080773,8,121504,0.207047,0.2410946608339277,630.492268851877,0
2021-09-17,18,545,Employed,High School,0,36970,36,Married,4,Mortgage,489,0.0473733644184899,1,3,0.4330252328069437,0,Home,0,38,11,4741,5951,13943,14938,0.6794129926091171,5,3590,0.24947,0.2394720603547618,1449.413958712453,0
2019-01-20,30,521,Employed,Master,9,49386,60,Single,1,Mortgage,425,0.397727050146264,4,1,0.4421428416353963,0,Debt Consolidation,0,22,14,1524,4180,160193,176809,0.7589344846337112,1,6861,0.293886,0.3382061722069652,1715.6091410574552,0
2049-08-12,42,588,Employed,Associate,21,23199,24,Single,3,Rent,683,0.4430455971124507,1,1,0.3793989440680106,0,Debt Consolidation,0,26,15,2666,892,112120,174818,0.9384964728248372,3,9187,0.204199,0.1836192171720458,1162.250175744236,1
2038-04-29,52,573,Employed,Associate,28,11570,48,Married,1,Mortgage,862,0.2936775621957437,5,1,0.3531437445035245,0,Debt Consolidation,0,32,17,3344,5531,18234,37275,0.7061430526688915,6,3898,0.22007,0.2513550985793656,384.5029489329101,0
2033-08-07,31,463,Employed,High School,10,36465,120,Married,0,Own,308,0.3377876869263613,2,1,0.6488124910004829,0,Home,0,20,16,990,2486,53857,16506,0.8545080268152163,5,37351,0.359965,0.357673473940271,1119.8803703687267,0
2034-04-20,49,640,Employed,Bachelor,29,49902,60,Single,1,Rent,584,0.0798746668939302,2,1,0.3470288135528174,0,Home,0,22,3,438,4205,79746,28273,0.8456719183056544,4,51473,0.234902,0.2251336164068373,1392.8437975859354,0
2040-05-09,18,570,Employed,Bachelor,0,17624,12,Married,4,Mortgage,319,0.4112655301422891,2,1,0.1824839598188923,0,Debt Consolidation,0,24,26,2834,1854,41457,79533,0.903178740203769,6,10810,0.197624,0.159419152368006,1598.55625016418,0
2051-03-19,63,650,Employed,Bachelor,42,74890,108,Married,1,Mortgage,328,0.1749269297452108,2,0,0.4652883182375054,0,Home,0,18,18,12568,532,78463,18033,0.6978363154324323,5,60430,0.29489,0.2943900613711869,1981.8824280891083,0
2071-08-10,42,578,Employed,Master,19,27473,108,Married,4,Rent,448,0.1149414842295748,3,0,0.3859983594207987,0,Home,0,26,28,1041,280,41954,35599,0.6119019865449775,5,6355,0.283473,0.2916521879894395,721.6646449059511,0
2056-10-10,41,565,Employed,Bachelor,15,21615,36,Single,0,Rent,564,0.2218548474880934,3,1,0.5621842478293536,0,Home,0,17,25,1789,1136,102209,8821,0.9489798038097964,2,93388,0.2241149999999999,0.2246709240595054,830.7188652496179,1
2018-05-30,43,548,Unemployed,Bachelor,25,21110,24,Married,0,Other,489,0.5774590354323942,0,1,0.222317808740061,0,Education,0,30,18,10586,1352,190056,20979,0.7565857226468845,5,169077,0.2221099999999999,0.2473423829653818,1123.8598944257246,0
2038-09-24,40,584,Self-Employed,Bachelor,14,11430,48,Married,3,Mortgage,733,0.1248862333410526,4,2,0.2271926038868789,0,Education,0,23,26,12101,154,23999,7044,0.5705126927865147,10,16955,0.21443,0.2334039229875262,368.4832580706258,1
2050-02-07,31,570,Employed,Associate,9,28179,96,Married,4,Own,587,0.194594480357553,5,2,0.2983501149407347,0,Home,0,31,19,3428,1851,164936,48717,0.8674856066057662,5,116219,0.278179,0.233025036656241,649.7398111586828,1
2051-10-05,29,480,Unemployed,High School,5,8947,72,Married,2,Mortgage,338,0.2205944640144883,1,0,0.2052083796588976,0,Debt Consolidation,0,21,8,1136,167,58112,25096,0.8608069843248547,5,33016,0.283947,0.2649303796683155,249.26812165376435,0
2061-01-23,30,567,Employed,Bachelor,8,21857,36,Married,4,Rent,269,0.6257358584137817,5,1,0.2315753287680139,0,Home,0,15,6,4779,731,37189,5627,0.7996191929403212,4,31562,0.223357,0.2045964582533088,817.412437026605,0
2030-01-20,29,470,Employed,High School,3,121126,60,Single,3,Own,642,0.2024995815028246,3,1,0.1047974191539456,0,Debt Consolidation,0,26,5,2448,432,43684,115779,0.9382298164781364,6,1457,0.391126,0.4233622408090447,4883.20936347917,0
2020-06-20,35,558,Employed,High School,13,22969,24,Divorced,1,Mortgage,256,0.40700984685478,2,4,0.3714164661574493,0,Education,0,24,29,3011,4044,45756,134827,0.6806939296403562,6,5634,0.2189689999999999,0.2310718345081983,1204.1850787677472,0
2054-10-12,44,563,Employed,Bachelor,18,22824,96,Married,0,Own,144,0.102874187444761,6,1,0.5368208049861514,0,Home,0,32,11,12451,1764,27665,25020,0.694582549428493,3,2645,0.276324,0.2210592,508.631166885328,1
2052-06-04,20,456,Unemployed,Associate,0,15126,36,Married,2,Rent,271,0.276179931368091,3,2,0.4510562403377443,0,Home,0,25,26,1312,796,29080,33116,0.8604876133401526,3,1376,0.272126,0.267961602717809,615.8692511633068,0
2052-06-12,35,546,Employed,Bachelor,13,10190,72,Married,1,Mortgage,389,0.4886764886066487,1,1,0.4074839382969936,0,Education,1,18,9,1138,346,81765,67613,0.6245502796693221,7,14152,0.25219,0.2847356584455331,296.6010391103081,0
2031-04-12,45,575,Employed,High School,23,32099,12,Divorced,2,Mortgage,447,0.2468472637923258,2,1,0.3658564511439248,0,Auto,0,24,27,1386,118,99585,73858,0.917472049837136,5,25727,0.209599,0.1737682656214065,2933.324662417919,0
2023-06-09,46,607,Employed,High School,21,17615,96,Married,2,Mortgage,285,0.2655150985234808,4,0,0.2017830966311785,0,Debt Consolidation,0,21,27,3442,2504,30131,11828,0.9407506329489576,7,18303,0.2491149999999999,0.2597148332262962,437.212506126359,0
2048-10-27,40,569,Employed,High School,18,40611,24,Married,3,Rent,362,0.299847794159404,0,1,0.5686095052753616,0,Auto,0,27,9,11267,2316,134039,24234,0.8543678834479977,5,109805,0.231111,0.2352307837904571,2137.493426942908,0
2039-02-11,24,606,Employed,Doctorate,0,36534,72,Married,2,Own,411,0.3021147023142563,2,0,0.5384707181434496,0,Home,0,19,6,271,1668,104741,35767,0.588260198354225,4,68974,0.2485339999999999,0.2356651709309831,952.2334147459538,0
2047-10-10,57,545,Employed,High School,31,11443,60,Single,0,Rent,233,0.2219866406860788,1,1,0.3293354771768503,1,Debt Consolidation,0,20,1,1312,636,12686,11758,0.8391014293755951,9,3693,0.243943,0.2176799054419639,314.53558163819304,0
2029-09-17,28,572,Employed,Bachelor,6,22003,12,Single,1,Rent,240,0.5370517104065394,1,0,0.0456296621340859,0,Home,0,20,15,10462,4462,118541,7137,0.6740676050523472,8,111404,0.201003,0.2127051693677147,2051.6401159755324,0
2052-02-19,45,603,Employed,High School,23,21935,48,Divorced,2,Mortgage,295,0.3197934128039562,1,0,0.3983772112895667,0,Education,0,20,6,1165,1570,110916,176679,0.7678870208247344,5,1132,0.215435,0.1786108509965407,642.7494667511335,0
2052-08-02,38,502,Employed,Master,18,11576,72,Married,0,Rent,620,0.1907430530946568,0,0,0.1510643401612694,0,Debt Consolidation,0,16,8,1102,942,16931,61193,0.939577595637746,6,2298,0.275576,0.2597241307048727,318.7674921454508,0
2067-04-23,56,650,Employed,Associate,35,21013,84,Single,2,Rent,577,0.4561140268447836,4,3,0.394430414058797,0,Education,0,26,23,4363,530,97482,78209,0.8924694623555932,2,19273,0.221013,0.2425842446064731,521.9511633000778,0
2023-10-19,28,511,Self-Employed,High School,5,9385,96,Divorced,1,Rent,670,0.2569432868557288,0,3,0.6026709970689158,0,Debt Consolidation,0,22,11,3620,6212,89351,13319,0.9414117765904496,1,76032,0.288885,0.3047643806275702,261.93149876452264,0
2053-01-02,51,658,Unemployed,Bachelor,29,27827,72,Single,1,Rent,265,0.1530876247954068,3,1,0.3810478181524926,0,Home,0,18,14,2784,3139,214465,44643,0.9321626254766228,9,169822,0.213827,0.191131575312972,652.308163861832,1
2058-01-31,64,637,Employed,High School,38,10920,60,Widowed,4,Rent,450,0.2138293518531453,5,2,0.1180003912990388,0,Home,0,33,21,4147,2123,317327,17553,0.870716376774817,7,299774,0.1974199999999999,0.2054177441751064,292.6148886132697,1
2034-12-05,19,441,Employed,Associate,0,33608,72,Widowed,5,Rent,359,0.4057458168846451,3,0,0.1455374252294868,0,Home,1,21,1,4538,2223,102254,13982,0.9106100414983698,5,88272,0.328108,0.347317600455573,1115.736171325354,0
2023-09-23,43,567,Employed,High School,21,11762,36,Married,0,Rent,423,0.2104844967453976,4,0,0.5036198924661254,0,Auto,0,28,20,4730,1851,218737,28993,0.881875649604422,2,189744,0.2132619999999999,0.2120480434123511,444.3719296506676,0
2061-03-04,38,584,Employed,Bachelor,16,22541,48,Married,4,Mortgage,261,0.6025418760394499,3,1,0.4064599401440017,0,Education,0,24,21,10954,1258,22119,27629,0.8963984712925164,5,4151,0.225541,0.2212757829259564,711.7406453810377,0
2054-10-09,32,552,Employed,Bachelor,13,25837,24,Widowed,2,Other,734,0.2678073237566128,1,1,0.4974774803256788,0,Debt Consolidation,0,22,1,3475,1329,231493,10058,0.8350274278234185,3,221435,0.2248369999999999,0.2374203252300375,1362.7061920891251,0
2056-07-10,38,548,Employed,Bachelor,11,18143,48,Single,0,Rent,680,0.2220851859743876,2,1,0.2964616760821965,0,Other,0,24,8,5022,1566,90941,22132,0.7182421165044572,8,68809,0.239143,0.2113077989899016,563.087598858778,0
2037-10-24,36,611,Unemployed,Bachelor,13,31598,72,Divorced,0,Mortgage,437,0.4050548476215347,2,3,0.1361467491049066,0,Education,0,28,17,13800,1135,16066,237516,0.8995538152227265,13,6440,0.2410979999999999,0.269386440871639,889.1316205102222,0
2051-08-10,42,580,Employed,Bachelor,18,36101,36,Married,0,Other,797,0.1132878815681026,2,0,0.1693264515693539,0,Debt Consolidation,0,21,26,855,488,21851,92771,0.901386246567452,4,2991,0.231101,0.2079479941881431,1356.3070508692467,0
2019-06-26,26,504,Employed,High School,3,34399,36,Single,2,Mortgage,425,0.2736062537822916,2,1,0.3144139189956796,0,Debt Consolidation,0,20,15,2019,681,21562,62877,0.7852720793471833,5,4708,0.2673989999999999,0.2802167913131412,1423.268971981464,0
2059-09-20,41,556,Employed,Master,18,20989,48,Divorced,3,Rent,362,0.192819109032043,4,2,0.1044103886014185,0,Home,0,33,5,5449,129,91574,107558,0.6710409384233885,4,10308,0.237989,0.238618464564094,682.6778546147162,0
2061-10-11,37,589,Employed,Associate,16,42677,36,Single,0,Rent,149,0.210328736649192,4,0,0.2337585360136428,1,Auto,0,32,22,2519,5400,73013,40555,0.871277930588217,5,32458,0.233177,0.2508011086428665,1698.6388221439531,0
2058-07-20,31,577,Employed,Associate,13,91119,48,Married,3,Rent,181,0.2985801297818564,4,1,0.4581082635960424,0,Education,0,25,16,3032,1127,12422,34378,0.6333720269019576,2,2495,0.297619,0.2979657988372915,3270.058473085339,0
2051-06-08,39,551,Employed,Master,17,28081,120,Single,0,Other,515,0.0357666808363304,2,1,0.382349384729947,0,Debt Consolidation,0,20,20,1624,1446,18719,83666,0.5615341117546946,3,7339,0.307581,0.2964531197760753,732.9192826540431,0
2024-10-14,23,493,Employed,High School,0,29040,48,Divorced,0,Mortgage,279,0.4555923870978707,6,3,0.0336191507067029,0,Debt Consolidation,0,24,28,2218,502,80742,16759,0.6895175477709525,5,63983,0.27754,0.2560412416935171,972.693760211518,0
2054-07-25,49,618,Employed,High School,24,78735,60,Married,2,Mortgage,449,0.5668015332307244,1,1,0.0789848364149288,0,Auto,0,19,4,3033,861,116955,264013,0.7364875788038079,4,4670,0.274735,0.286070981131105,2480.3961477986045,0
2041-05-29,36,606,Employed,Master,12,19195,60,Married,1,Mortgage,996,0.5768207007271816,5,0,0.3832012598224197,1,Home,0,23,21,3730,961,179218,9742,0.8033385735296099,6,169476,0.2211949999999999,0.2389561677061674,551.0387300234312,1
2032-05-27,55,632,Employed,High School,35,44498,48,Married,1,Rent,582,0.1146855842630107,1,1,0.5805634822666761,0,Debt Consolidation,0,16,15,1759,514,20153,37305,0.770064862182058,5,6204,0.223498,0.2278967313412317,1421.1035449081153,0
2042-12-26,40,611,Employed,Doctorate,18,47426,60,Married,4,Rent,496,0.2852001452154452,2,2,0.3485113324226694,0,Education,0,28,24,18861,844,117942,25616,0.7692514891837596,6,92326,0.2469259999999999,0.265759934647095,1436.173628545327,0
2070-09-14,65,618,Employed,High School,43,33352,60,Married,1,Own,394,0.3841958270664551,2,0,0.1081414331368009,0,Debt Consolidation,0,33,16,443,2155,225480,9414,0.5718368402263666,11,216066,0.229352,0.2580861274517969,994.7991048718712,0
2035-11-12,53,530,Employed,High School,30,15197,108,Single,0,Other,295,0.3526919883071742,3,0,0.3388958642782835,0,Auto,0,24,13,5026,650,46866,193439,0.6722732135222966,2,3020,0.295197,0.2578674920078481,363.1104839285617,0
2071-08-20,37,537,Employed,High School,14,13331,60,Married,2,Own,287,0.0838352578051035,2,2,0.6297013069802582,0,Home,0,29,28,2292,1260,50607,4311,0.8834640716873751,3,46296,0.249831,0.2710523264713732,407.9053378465933,0
2032-10-09,49,564,Employed,Doctorate,31,16871,12,Single,1,Mortgage,632,0.3765864677596153,3,2,0.203908638334588,1,Home,0,19,17,11034,478,40113,26208,0.597883154374908,6,13905,0.199871,0.1715747156821163,1539.9764397862534,1
2059-05-29,47,578,Employed,Bachelor,27,20621,36,Married,2,Mortgage,603,0.1189287475287263,3,3,0.7387516157342565,0,Education,1,20,27,2128,1571,29104,20732,0.7699645491538437,5,8372,0.216621,0.2040469235314932,770.6089514279287,0
2033-03-22,49,516,Employed,Bachelor,27,16324,48,Single,2,Mortgage,604,0.2280938423162535,2,1,0.5106696039297609,0,Debt Consolidation,0,31,25,6350,5507,38376,97217,0.6044128830991211,4,4325,0.253324,0.279916018288192,568.8479982376631,0
2054-05-31,21,562,Employed,Master,0,37421,24,Single,0,Rent,402,0.1980937313801116,4,1,0.2537314575819052,0,Home,0,32,16,4689,611,189953,9460,0.7566794663280362,5,180493,0.231421,0.2240642183767235,1948.8511050024777,0
2069-07-04,30,465,Employed,High School,8,11276,36,Single,3,Mortgage,971,0.1452094482416826,5,0,0.5875052256581391,0,Home,0,19,19,8344,893,117311,9479,0.6484719918664833,7,107832,0.263776,0.284665645139781,469.2626865068428,0
2032-08-06,36,518,Employed,Bachelor,12,28731,48,Single,0,Rent,478,0.3445898529745255,2,1,0.1138647661392949,0,Home,0,29,28,10796,2203,115245,16707,0.8109471161659729,9,98538,0.264731,0.2204505483036123,905.9040298258542,0
2023-12-06,27,545,Employed,Bachelor,3,8380,96,Divorced,1,Rent,220,0.2702483345341406,3,1,0.3211721658850662,0,Auto,0,28,26,1172,1303,171105,5051,0.7311239053746738,4,166054,0.27088,0.3136411255173828,239.1122739344556,0
